,Area Name:,Latitude,Longitude
6403,Limeslade Bay,1.566,-3.985
6404,Limeslade Crag,1.563,-3.997
6405,Creigiau Llandeglau,2.250,-3.265
6406,The Agglestone,0.645,-1.968
6407, Nicodemus Knob,0.558,-2.428
6408,The Oxford Boulder,1.717,-1.204
6409, Fry's Hill Park Pinnacle,1.717,-1.203
6410,Caswell Bay,1.569,-4.033
6411,West Weares,0.554,-2.449
6412, Tout Quarry,0.553,-2.445
6413,Grove Point,0.550,-2.416
6414,Blacknor Fort,0.544,-2.454
6415,Blacknor North,0.543,-2.455
6416,Blacknor Beach,0.541,-2.455
6417, The Cuttings,0.542,-2.425
6418,The Cuttings Boulderfield,0.542,-2.421
6419,The New Cuttings,0.541,-2.426
6420,Pwlldu Bay,1.562,-4.059
6421,Battleship Beach,0.536,-2.454
6422,Pennard,1.561,-4.067
6423,Southwell Landslips,0.535,-2.432
6424,Cheyne Weares Area,0.529,-2.438
6425, Bacon Hole,1.562,-4.078
6426,Coastguard Beach,0.523,-2.458
6427,Longstone Ope,0.523,-2.442
6428, Hedbury,0.591,-2.012
6429,Winspit,0.585,-2.034
6430,Dancing Ledge,0.592,-2.005
6431,Heatherslade Bay,1.565,-4.089
6432, St. Aldhelm's Head,0.578,-2.056
6433,Broad Ope,0.519,-2.448
6434,Peveril Point,0.607,-1.945
6435,White Hole,0.516,-2.459
6436,Lighthouse Area,0.515,-2.454
6437,The Promenade,0.591,-1.981
6438,Tilly Whim,0.592,-1.958
6439,Three Cliffs Bay,1.570,-4.111
6440, Tor Bay and Great Tor,1.569,-4.122
6441, Compton Verney,2.173,-1.546
6442, Oxwich Bay Quarry,1.552,-4.155
6443,Exmouth,0.608,-3.388
6444,Red Kite Crag,2.109,-3.779
6445,Kinver Secret Wall,2.434,-2.257
6446,Burton Dassett Hills,2.165,-1.421
6447,Craig Cnwch,2.267,-3.577
6448,Tomb Crag,2.449,-2.243
6449, The Grotto (Crag X),1.438,-0.939
6450,Rockham Bay,1.193,-4.209
6451,Third Sister to Zulu Zawn,1.556,-4.265
6452,Heltor Rock,0.670,-3.701
6453,Woodloes Lane Bouldering,2.309,-1.596
6454,Milverton Section,2.297,-1.562
6455,Mynydd Llangyndeyrn,1.797,-4.202
6456,Bath Place Viaducts,2.285,-1.534
6457,High Street Bridge,2.284,-1.532
6458, Fall Bay to Mewslade,1.562,-4.285
6459,Garlic Dalek Boulder,0.634,-3.662
6460,Blackingstone Rock,0.657,-3.719
6461,Red Dragon Ridge Boulders,0.626,-3.661
6462,Chudleigh Rocks - North Face,0.597,-3.605
6463, Chudleigh Rocks - South Face,0.597,-3.606
6464,Triongl Mawr,1.614,-4.290
6465,Woodcote Lane Bridge,2.322,-1.584
6466, Trial Wall Area,1.567,-4.300
6467,Radford Railway Viaduct No 33A (disused),2.281,-1.484
6468,The Bournebrook Wall,2.448,-1.931
6469,University of Birmingham Buildings,2.450,-1.931
6470,Sand Grain Buttress,1.135,-4.244
6471,Wray Cleave,0.645,-3.734
6472,Down End,1.121,-4.240
6473,Cartoonlands,0.630,-3.713
6474,"Canal bridge, Somerset rd",2.458,-1.927
6475, Bovey Woods,0.610,-3.680
6476,East Wrey Barton,0.632,-3.723
6477,Gaer Stone,2.535,-2.782
6478, Baggy Point,1.143,-4.261
6479, The Orgasmatron,0.631,-3.736
6480,Lustleigh (Sacrificial Virgin Boulder),0.620,-3.723
6481,High Rock,2.544,-2.408
6482,Lustleigh Cleave (The Nutcrackers),0.620,-3.736
6483,Lustleigh Cleave (Harton Chest),0.622,-3.744
6484,Lustleigh Cleave (Ravens Rocks),0.624,-3.752
6485,Napton Hill Doggers,2.249,-1.333
6486,Becka Brook Boulders,0.607,-3.743
6487, Manaton Rocks,0.621,-3.774
6488,Gidleigh Woods,0.675,-3.876
6489,Gibbet Hill Middle Quarry,2.374,-1.554
6490,Hockley Flyover Underpass,2.495,-1.915
6491,Easdon Rocks,0.623,-3.796
6492, The Warp Pipe,2.381,-1.560
6493,Black Hill Boulders,0.598,-3.756
6494,Hayne Down,0.608,-3.775
6495,Warwick Sport Rock Garden,2.382,-1.558
6496,Babbacombe Crags,0.477,-3.503
6497,Smallacombe Rocks,0.590,-3.759
6498,Anstey's Cove,0.475,-3.502
6499,Nipstone Rock,2.566,-2.951
6500,Greator Rocks,0.594,-3.770
6501,Ansteys Cove Area Bouldering,0.474,-3.502
6502,Hound Tor,0.597,-3.777
6503,Haytor Quarry,0.583,-3.754
6504,Middle Tor,0.657,-3.884
6505,Robo's Bridge,2.469,-1.759
6506,Irish Man's Wall,0.709,-3.964
6507,Myrtle Turtle Quarry,0.582,-3.759
6508,Holwell Tor,0.585,-3.765
6509,Hope's Nose,0.460,-3.485
6510,Hope's Nose Beach,0.461,-3.488
6511,Pattingham,2.582,-2.277
6512,Honeybag Tor,0.594,-3.798
6513,Chapel Hill,0.475,-3.547
6514,Saddle Tor,0.574,-3.766
6515,Chinkwell Tor,0.590,-3.797
6516,Bell Tor,0.587,-3.795
6517,Bonehill Rocks,0.583,-3.793
6518,Plimsoll Line Cliff,0.455,-3.512
6519,Daddyhole Upper Cliff,0.456,-3.514
6520,Daddyhole Main Cliff,0.455,-3.514
6521,Top Tor,0.572,-3.786
6522,Tunhill Rocks,0.568,-3.792
6523, The Charterhouse,2.401,-1.494
6524, Wolf Mountain Crag,2.590,-2.158
6525,Yes Tor,0.694,-4.011
6526,Brynteg Rock,2.074,-4.211
6527, Ausewell Rocks,0.532,-3.784
6528, Caludon Castle,2.418,-1.452
6529, Berry Head Quarry,0.400,-3.484
6530,Corley Rocks,2.464,-1.554
6531, Pontesford Rocks,2.638,-2.873
6532,Ash Hole,0.401,-3.497
6533,Sourton Tors,0.690,-4.064
6534,Shoalstone Beach,0.400,-3.502
6535,Battery Gardens,0.403,-3.520
6536,Churston Cove,0.403,-3.524
6537, Churston Quarries,0.404,-3.531
6538,Leigh Tor,0.529,-3.821
6539,Mel Tor,0.538,-3.845
6540,Fur Tor,0.630,-3.998
6541,Sharkham Point and St. Marys Bay,0.382,-3.497
6542,Bench Tor,0.530,-3.847
6543,Buckfastleigh,0.486,-3.774
6544,Culver Cliff,0.666,-1.108
6545,Brat Tor,0.652,-4.067
6546,Ashlawn road railway bridge (disused),2.354,-1.244
6547,Combestone Tor,0.531,-3.878
6548,Catesby road railway bridge (disused),2.361,-1.246
6549,River Lyd boulders,0.649,-4.076
6550, Troll Wall,2.065,-0.819
6551, Great and Little Mis Tor,0.574,-4.031
6552,Pumlumon Boulders,2.487,-3.773
6553, Pilgrim's Walls,1.229,-0.601
6554, Hazard Quarry,0.419,-3.754
6555,Sugary Cove,0.340,-3.566
6556,Roos Tor,0.571,-4.058
6557, Middletown Quarry,2.700,-3.056
6558,Foggintor Quarry,0.544,-4.025
6559,Hartland Point,1.022,-4.524
6560,Lilleshall monument,2.737,-2.403
6561,Gnomon,2.050,-0.736
6562,Damehole Point,1.009,-4.534
6563, Telpyn Point,1.734,-4.629
6564,Ingra Tor,0.531,-4.039
6565,Down Tor,0.507,-4.004
6566,Hartland Quay,0.992,-4.531
6567,Cuckoo Rock and Combeshead Tor,0.501,-3.997
6568,Kettle Brook Bridge,2.630,-1.690
6569,East Side Boulders,0.501,-4.015
6570,Landcombe Cove,0.315,-3.616
6571,Sheeps Tor,0.496,-4.024
6572,Gutter Tor,0.484,-4.006
6573,Ugborough Beacon,0.413,-3.872
6574, Pilchard Cove,0.307,-3.626
6575,Hangershell Rock,0.419,-3.894
6576,Below Allt-Wen,2.395,-4.096
6577,Rock Lane Quarry,2.771,-2.419
6578,Lakeside Boulders,0.493,-4.043
6579,Tristis Rock,0.424,-3.917
6580,Lundy,1.182,-4.669
6581,Tenby South Beach,1.669,-4.700
6582,Llanbadarn Wall,2.416,-4.077
6583,Nesscliffe,2.767,-2.913
6584,Welcombe Mouth,0.934,-4.545
6585,Pim Hill,2.780,-2.760
6586,Great Trowlesworthy Tor,0.462,-4.003
6587,Aberystwyth Sea Wall,2.414,-4.091
6588,New Quay,2.218,-4.362
6589,North Beach Bouldering and Aberystwyth Seawall,2.423,-4.086
6590,Constitution Hill,2.423,-4.087
6591, Gnosall Quarry,2.776,-2.262
6592,Cliffe,2.779,-2.901
6593,Cwm Silio,2.199,-4.397
6594,Castell Bach,2.195,-4.402
6595, Clarach Bay,2.436,-4.083
6600,Billinge Hill Quarry,3.750,-2.520
6601,Kemp Delf,3.745,-2.421
6602,Knowle Heights Quarry,3.695,-2.480
6603, Hoghton Quarry,3.733,-2.569
6604, Stanworth Quarry,3.712,-2.550
6605, Duxon Hill Quarry,3.726,-2.593
6606, Troy Quarry,3.708,-2.361
6607, Round Barn Quarry,3.668,-2.413
6608,Cadshaw Rocks,3.659,-2.443
6609,Cadshaw Quarry,3.658,-2.443
6610, Denham Quarry,3.700,-2.619
6611,Baby Denham,3.696,-2.626
6612, Stronstrey Bank Quarry,3.663,-2.578
6613,Haslingden County Primary Boulder,3.701,-2.324
6614,Healey Nab,3.660,-2.596
6615, Craig y Longridge,3.841,-2.581
6616,Gin Clough Crag,3.733,-2.295
6617,Kemple End,3.860,-2.475
6618, Cardwell Quarry,3.857,-2.553
6619,Lester Mill Quarry,3.643,-2.578
6620, Anglezarke Quarry,3.641,-2.575
6621,Nick o Pendle,3.842,-2.348
6622,Lunar Day Care,3.843,-2.348
6623,Egerton Quarry,3.624,-2.426
6624, Wilton 3,3.617,-2.462
6625,Wilton 2,3.617,-2.461
6626,Ousel's Nest,3.624,-2.408
6627,Harcles Hill Quarry,3.648,-2.336
6628, Wilton 4,3.616,-2.460
6629, Wilton 1,3.615,-2.455
6630,Peel Quarry,3.644,-2.336
6631,Holcombe Boulders,3.640,-2.343
6632,Jumbles,3.621,-2.401
6633,Brownstones,3.607,-2.484
6634, Lower Montcliffe Quarry,3.604,-2.526
6635,Pinfold Quarry,3.641,-2.293
6636,Newchurch-in-Pendle Quarry,3.849,-2.275
6637,Ashworth Moor Quarry (Cheesden Lumb Mill),3.641,-2.268
6638,Deeply Vale,3.630,-2.269
6639,Reef Knoll Crag,3.918,-2.536
6640,Lee Quarry,3.684,-2.204
6641, Crag Stones,3.923,-2.464
6642,Dagobah,3.900,-2.322
6643,Witches' Quarry,3.896,-2.291
6644, Birtle Boulder,3.606,-2.256
6645, Pudsey Clough,3.741,-2.142
6646,Tonacliffe Quarry,3.646,-2.177
6647,Eagle Crag,3.727,-2.131
6648,Gorple Stones,3.785,-2.128
6649, Hawks Stones,3.743,-2.119
6650,Orchan Stones,3.732,-2.119
6651,Upper Gorple,3.784,-2.118
6652,Widdop Drums,3.796,-2.121
6653,Shuttleworth Boulders,3.782,-2.117
6654,Clattering Stones,3.794,-2.120
6655,Bridestones (West Yorkshire),3.738,-2.109
6656, Parbold Quarry,3.589,-2.743
6657,Watty Quarry,3.706,-2.110
6658,Gorple (aka Lower Gorple),3.780,-2.106
6659,Whirlaw Stones,3.730,-2.102
6660,Widdop,3.788,-2.102
6661,Scout Crag,3.798,-2.103
6662,Dove Stones (Jackson's Ridge),3.809,-2.103
6663, Hall Stones Quarry (Lower Winsley),3.733,-2.083
6664,Reddyshore Scout,3.674,-2.089
6665,Castle Quarry (Lobb Mill Delf),3.717,-2.073
6666,Scout Hut Crag,3.778,-2.068
6667,Aqua vista Boulder,3.720,-2.068
6668,Blake Dean Pinnacle,3.779,-2.065
6669,Great Rock,3.733,-2.062
6670, Summit Quarry,3.673,-2.080
6671, The Roost,3.738,-2.057
6672,Sladen Roof,3.660,-2.082
6673,Stony Edge,3.689,-2.066
6674,Dawson City,3.778,-2.056
6675,Jack Bridge Boulders,3.750,-2.046
6676,Higher Chelburn,3.662,-2.069
6677,Wicken Lowe,3.673,-2.062
6678,Cow's Mouth Quarry,3.669,-2.058
6679,The Bull Stones,4.010,-2.494
6680,The Hammerhead,3.685,-2.044
6681,Mytholm Steep Quarry,3.746,-2.032
6682,Dove Lowe,3.681,-2.041
6683,Hardcastle Crags,3.761,-2.027
6684,Heptonstall,3.746,-2.024
6685,Withens Buckstones,3.699,-2.031
6686,White House Quarry (Blackstone Edge Delf),3.654,-2.050
6687, Wolfhole Crag,4.015,-2.561
6688,Thorn Crag,4.008,-2.618
6689,Blackstone Edge,3.644,-2.044
6690,Old Town Boulders,3.755,-2.001
6691,Master Stones,3.823,-2.017
6692,Engles' Beard,3.487,-2.274
6693,Ward's Stone,4.021,-2.634
6694,Ruff Wood,3.561,-2.866
6695,Robin Hood Rocks,3.715,-1.985
6696,Bowland Knott,4.041,-2.416
6697,The Hitching Stone,3.871,-2.022
6698,Crank Caves,3.489,-2.741
6699,Pennine Quarry,3.618,-2.020
6700,Castlefield Basin,3.474,-2.254
6701,Earl Crag,3.882,-2.020
6702,Withens Quarry,3.639,-1.998
6703, Millbank Wall,3.480,-2.226
6704,Penistone Hill,3.824,-1.970
6705,Mancunian way,3.471,-2.234
6706,The Rocking Stone,3.768,-1.950
6707, Birks Quarry,3.547,-2.065
6708,Longford Park Boulder,3.450,-2.292
6709,Sutton,3.882,-1.990
6710,Windy Clough,4.039,-2.710
6711,Mutton Block,3.807,-1.945
6712, Birchshow Rocks,4.059,-2.334
6713,Buckstones Edge (Nont Sarah's),3.618,-1.976
6714,Ottergear,4.044,-2.710
6715,Rough Knarr,3.561,-2.029
6716,Baines Crag (Quernmore),4.049,-2.699
6717,Pack Horse Quarry,3.573,-2.009
6718,Standedge Quarry,3.590,-1.983
6719,Lark Hill Outcrop,3.569,-2.003
6720,Ogden Clough,3.782,-1.918
6721,Farnhill Quarry,3.916,-1.988
6722,Norland Edge,3.692,-1.913
6723,Den Lane Quarry,3.551,-2.010
6724, Hostel Rocks,4.072,-2.295
6725,Nab End,3.603,-1.955
6726,Great Stone of Fourstones,4.092,-2.506
6727,Brun Clough Quarry,3.576,-1.974
6728,The Horseshoe,4.076,-2.298
6729,Sharp Haw and Flasby Fell,3.992,-2.066
6730, The Pump House,3.441,-2.206
6731,Pule Hill Rocks,3.594,-1.953
6732,Audenshaw Reservoir,3.465,-2.131
6733,Running Hill Pits,3.564,-1.974
6734, Hawkcliffe,3.894,-1.939
6735,Attermire Scar,4.073,-2.254
6736, Worlow Quarry,3.589,-1.946
6737,Rough Haw,3.999,-2.057
6738,Pots and Pans Quarries,3.544,-1.985
6739,Slades Rocks,3.550,-1.977
6740,Far Fell (Outer Limits) Boulders,4.006,-2.058
6741,Woodhouse Scar,3.707,-1.876
6742, Upperwood Quarry,3.551,-1.969
6743,Alderman Rocks,3.538,-1.978
6744,Harecroft,3.820,-1.877
6745,Piper Stones,3.601,-1.914
6746,Outcrop,3.551,-1.958
6747,Binn Green,3.536,-1.974
6748,Crookrise,3.995,-2.018
6749,Harden Crag,3.845,-1.876
6750,Robin Hood's Stone,3.896,-1.905
6751, Greetland Quarry,3.691,-1.857
6752,Deer Gallows,3.995,-2.007
6753,Feizor Nick,4.109,-2.324
6754,Hellifield,4.006,-2.025
6755,The Party Boulder,3.698,-1.854
6756,Dovestones Edge,3.533,-1.959
6757, Wimberry Rocks,3.519,-1.976
6758,Embsay Crag,3.992,-1.995
6759,Standing Stones,3.544,-1.943
6760,Rylstone,4.014,-2.026
6761, Ruin Bank Woods,3.836,-1.858
6762,Comb Hill Crag,4.077,-2.161
6763,Dovestones Skyline,3.525,-1.961
6764, White Crag,3.916,-1.904
6765,St Ives Estate,3.847,-1.858
6766,Rivock Edge,3.893,-1.884
6767,Druids' Altar,3.856,-1.861
6768,Lindley Moor Edge,3.666,-1.850
6769,Hollywood Park,3.406,-2.170
6770, Acton Grange Viaduct,3.367,-2.618
6771,Pex Hill Quarry,3.392,-2.751
6772,Windgate Nick,3.920,-1.892
6773, Eastby Crag,3.990,-1.966
6774,Crummack Lane Erratics,4.129,-2.354
6775,Bell Bank Wood,3.849,-1.845
6776,Rob's Rocks,3.513,-1.956
6777, Heysham Head,4.048,-2.907
6778,Hobson Moor Quarry,3.467,-2.018
6779, West Nab,3.575,-1.886
6780, Shelter Cliff Field Boulders,3.991,-1.958
6781,Kirk Stones,3.899,-1.866
6782,Halton Heights,3.993,-1.954
6783,North Stones,3.902,-1.863
6784,Longwood Tower Quarry,3.647,-1.831
6785, Blackmoorfoot,3.614,-1.847
6786,Piper's Crag,3.919,-1.869
6787,Ilkley Buckstones,3.907,-1.858
6788,Victoria Park Boulder,3.374,-2.731
6789,Gilstead,3.850,-1.824
6790,Ilkley High Crag,3.917,-1.864
6791,Crosland Moor,3.635,-1.823
6792,Rolling Gate,4.038,-2.001
6793,Swastika Stones,3.919,-1.857
6794,Ingleton bouldering quarry,4.156,-2.464
6795,West Derby Cuttings,3.428,-2.912
6796, Laddow,3.510,-1.916
6797,The Neb Stone,3.914,-1.843
6798,Thieves Moss,4.152,-2.345
6799,Tintwistle Knarr,3.489,-1.938
6800,Shipley Glen,3.846,-1.802
6801,Thimble Stones,3.901,-1.831
6802,"Panorama Rocks, Ilkley",3.919,-1.842
6803,Shipley Glen Little Quarry,3.857,-1.804
6804,Eldwick crag,3.876,-1.813
6805,Honley Old Wood,3.604,-1.819
6806,Numberstones End,4.037,-1.970
6807,Raven Scar,4.167,-2.427
6808,Netherton Edge (Devils Rock),3.609,-1.808
6809, Black Tor,3.496,-1.903
6810,Sartree Crag,4.012,-1.917
6811,"White Wells Pinnacle, Ilkley Moor",3.917,-1.820
6812,Air Scar Crag,4.039,-1.953
6813,Honley Quarry,3.605,-1.801
6814,Ilkley (Rocky Valley),3.913,-1.814
6815,High Crags,3.826,-1.770
6816,Phoenix Park Boulder,3.336,-2.683
6817,Trundle Stones,3.963,-1.852
6818,Baildon Bank,3.848,-1.772
6819,Crowden Great Quarry,3.496,-1.888
6820,Stenhills,3.337,-2.717
6821,Eaves Crag,3.860,-1.774
6822,Ilkley Back Quarry,3.917,-1.807
6823,Warton Small Quarry,4.145,-2.771
6824,Lanshaw Rocks,3.899,-1.794
6825,Junction crag,3.908,-1.798
6826,Ilkley (Cow and Calf),3.916,-1.804
6827,Ilkley (The Pub Quarry),3.913,-1.798
6828,Beamsley Beacon,3.974,-1.849
6829,Carncliff Top South,4.018,-1.900
6830,Warton Crag,4.149,-2.775
6831,Warton Upper Crag,4.149,-2.776
6832,Middleton Woods,3.935,-1.812
6833,Hull Pot,4.167,-2.271
6834,Warton Pinnacle Crag,4.148,-2.781
6835,North Nab,4.004,-1.879
6836,Little Crag,3.976,-1.846
6837,Low Eaves Delph,3.859,-1.762
6838,Calderstones,3.382,-2.896
6839,Naze Nib End,3.980,-1.847
6840,Hyning Wood Crags,4.155,-2.766
6841,Chapel-le-Dale Lower Tier,4.187,-2.417
6842,Earl Seat,4.022,-1.894
6843,Carncliff Top,4.020,-1.892
6844,Chapel-le-Dale Upper Tier,4.188,-2.419
6845, The Pepper Pot,3.404,-2.952
6846,Coldstone Beck Crag,3.903,-1.780
6847,Coombes Rocks,3.422,-1.975
6848,Cown Edge Rocks,3.423,-1.970
6849,Crag Top Quarry,3.900,-1.775
6850,Pike Stones,3.993,-1.852
6851, Park Fell Rocks,4.186,-2.346
6852,Kilnsey,4.111,-2.041
6853, Runcorn Heath,3.328,-2.741
6854,Hebden Gill,4.073,-1.962
6855,Holmfirth Cliff,3.574,-1.778
6856,Whinhaugh,3.999,-1.846
6857,Long Crag Barden Fell,4.026,-1.874
6858,Conistone Dib,4.109,-2.014
6859,Mellor Cross,3.382,-2.023
6860,Simons Seat,4.034,-1.881
6861, Dibble's Bridge,4.063,-1.923
6862,Bolton Haw - Temple of the Winds,4.082,-1.955
6863,Hen Stones,4.032,-1.875
6864,Sefton Cave,3.379,-2.940
6865,Dalton Crags Boulders,4.188,-2.692
6866, Jack Scout Crag,4.156,-2.831
6867,Dalehead Rocks,4.038,-1.880
6868,Hutton Roof Crags,4.191,-2.682
6869,Wormstones,3.420,-1.937
6870,Cringlesport,4.175,-2.769
6871,Troller's Gill,4.052,-1.897
6872, Woodwell,4.162,-2.821
6873,Little Simon's Seat,4.037,-1.875
6874,Lord's Seat,4.035,-1.872
6875,Otterspool Park Railway Bridge Crag,3.368,-2.934
6876,Crystal Gill,4.165,-2.134
6877,Trowbarrow,4.175,-2.797
6878,Ease Gill,4.215,-2.521
6879,Otterspool Promenade,3.358,-2.924
6880, Calverley Woods,3.834,-1.696
6881,"Middle Scar, Ribblehead",4.213,-2.352
6882, Great Pock Stones,4.039,-1.848
6883,Breck House,3.419,-3.060
6884,The Breck,3.417,-3.059
6885,Dovestones (Ravens Peak),3.994,-1.792
6886,Newbiggin Crag,4.207,-2.693
6887,New Mills Torrs,3.364,-2.001
6888,Aked's Clough,4.014,-1.804
6889,High Crag (Stump Cross),4.060,-1.863
6890,Frodsham War Memorial,3.288,-2.725
6891,Rochard Crags,4.050,-1.847
6892,Harden Gill Crag,4.032,-1.824
6893,West Chevin Boulders,3.894,-1.705
6894, Alderley Edge,3.293,-2.210
6895,Farleton Crag,4.210,-2.708
6896,Birkenhead Park Artificial Boulder,3.394,-3.040
6897, Cat Crags,3.996,-1.776
6898,Grinah and Barrow Stones,3.467,-1.808
6899, Black Rocks,3.343,-2.019
6900, Snowden Crags,3.959,-1.733
6901, Humphrey Head,4.158,-2.936
6902, Fairy Steps,4.203,-2.789
6903,The Arches,3.256,-2.511
6904,Great Wolfrey,4.102,-1.905
6905,Brandrith,4.003,-1.768
6906,Frodsham,3.278,-2.738
6907,Hood Crag,4.029,-1.794
6908,Chevin Buttress,3.896,-1.684
6909,Hoodstorth Crag,4.039,-1.802
6910,Wig Stones,4.099,-1.887
6911,The Satellite Boulder,3.896,-1.675
6912,The Arno,3.378,-3.047
6913,Post Hill Quarry,3.793,-1.639
6914,Thruscross,4.011,-1.760
6915, Kinder Northern Edges,3.405,-1.865
6916, Helsby,3.274,-2.762
6917, Kinder Downfall,3.396,-1.879
6918,Henstone Band,4.121,-1.914
6919,Great Whernside Boulders,4.162,-1.999
6920,The Soap Works,3.342,-2.983
6921,Harmer's Wood,3.271,-2.759
6922,The Big Stone,3.356,-1.946
6923,Caley Crags,3.896,-1.660
6924,Palleys Crag,4.047,-1.786
6925,Calf Crag,4.024,-1.749
6926, Buxworth Railway Crag,3.339,-1.955
6927,Yewbarrow Crag,4.196,-2.914
6928,Crow Stones,3.471,-1.746
6929,Norwood,3.955,-1.679
6930, Manley Knoll,3.251,-2.734
6931,Hunter's Stones,3.959,-1.676
6932,Rowantree Tor,4.058,-1.770
6933,Royd Moor Quarry,3.532,-1.673
6934, Flaystones,4.148,-1.905
6935,Windgather Rocks,3.301,-2.009
6936,Fox Crag,4.069,-1.771
6937,Flat Crags,4.060,-1.760
6938,Far Crag,4.068,-1.769
6939, Kinder Southern Edges,3.380,-1.839
6940,Nought Bank Boulders,4.068,-1.760
6941, Thurlstone Quarry (High Bank Lane),3.528,-1.662
6942,Crocodile Crag,4.070,-1.762
6943,High Crag Guisecliff,4.061,-1.749
6944, Guisecliff,4.066,-1.752
6945,Little Almscliff,3.966,-1.648
6946, The Bear Pit,3.815,-1.576
6947, The Chapel,3.251,-2.118
6948,Irby Quarry,3.364,-3.126
6949, Oldgate Nick,3.284,-2.008
6950,Panorama Crag (Pateley Bridge),4.083,-1.751
6951,Adel Crag,3.857,-1.573
6952,Sedgwick Bridge,4.271,-2.758
6953,Henry Price,3.809,-1.558
6954,Thor's Stone,3.356,-3.137
6955,Primrose Wood Buttress,3.208,-2.688
6956, Birkrigg Quarry,4.163,-3.101
6957,Grange Hill,3.376,-3.173
6958,Urchin's Kitchen,3.207,-2.688
6959,Castle Naze,3.303,-1.922
6960, Havarah Park,3.976,-1.620
6961, Almscliff,3.936,-1.593
6962,Yeadon Crag,4.109,-1.759
6963,Sigsworth Crags,4.124,-1.780
6964,Cow Close Crag,4.116,-1.767
6965, Whitehouses,4.081,-1.719
6966,Shining Tor,3.261,-2.009
6967,Abbey Brook Gorgelet and Crag,3.429,-1.699
6968,Hell Moss,4.264,-2.866
6969,Thrope Moor End Crags,4.167,-1.840
6970,Crow Crag,4.066,-1.687
6971, Howshaw Tor,3.419,-1.704
6972,Wind Hill Farm Outcrop,3.483,-1.635
6973,Buxton Boss,3.278,-1.941
6974,Back Tor,3.415,-1.704
6975,Neston Cuttings,3.290,-3.049
6976,Odin Cave,3.347,-1.801
6977, Plantation Crack,4.070,-1.687
6978,Thrope Edge,4.172,-1.838
6979,The Arch,3.344,-1.801
6980, Little Brimham,4.073,-1.687
6981, Goyden,4.181,-1.849
6982,Lulbeck,4.149,-1.789
6983,Bat Buttress,4.071,-1.680
6984,Woolley Edge Quarry,3.619,-1.538
6985,Dovestone Tor,3.405,-1.705
6986,Whitestone,4.254,-2.939
6987,Brimham Rocks,4.080,-1.685
6988,Thrope Edge Bouldering,4.180,-1.837
6989,Sypeland,4.160,-1.799
6990,Hoad Craglett No. 1,4.201,-3.084
6991,Hoad Monument,4.203,-3.083
6992,Crook Hill,3.381,-1.728
6993, Park Crag,4.095,-1.697
6994,Newlands Craglett,4.207,-3.079
6995, Cuckoo Tors,3.270,-1.925
6996, Summerstone,4.191,-1.845
6997,White Tor,3.396,-1.703
6998, Conies Dale,3.321,-1.815
6999,Hurkling Stones,3.448,-1.641
7000,Corbar Cross,3.266,-1.925
7001,Cave Dale (Castleton),3.341,-1.775
7002,The Wheelstones (AKA Coach and Horses),3.393,-1.698
7003,Birk Crag,3.987,-1.577
7004,Dirtlow Rake,3.330,-1.787
7005,Lund Stones,4.138,-1.734
7006,The Hurkling Stones (Rock Ahoy),3.386,-1.697
7007, Upper Huller Stones (Skell Gill),4.114,-1.696
7008, Gate House crag,4.134,-1.722
7009,Ash Head,4.174,-1.782
7010,Smallfield,3.442,-1.624
7011, Low Huller Stones,4.115,-1.689
7012,Ladybower Tor,3.378,-1.694
7013,Ladybower Quarry,3.378,-1.688
7014,Cut Throat Buttress,3.382,-1.681
7015, Priddock Wood,3.375,-1.690
7016,Iain's Strines Roof (Sugworth Edge),3.406,-1.650
7017,Blindside Rocks,3.415,-1.635
7018,Arnagill Valley,4.179,-1.769
7019,Little Roova Crag,4.233,-1.877
7020,Eavestone Boulder Field,4.109,-1.663
7021,Eavestone Crag,4.107,-1.658
7022,Chester Canal Walls,3.194,-2.892
7023,Grinlow Hill (Solomon's Temple),3.242,-1.922
7024,Great Roova Crag,4.238,-1.876
7025,Agden Rocher,3.436,-1.604
7026,Roundhill,4.184,-1.764
7027, Bamford Edge,3.361,-1.689
7028,Cut-thorn Crag,3.211,-1.995
7029,Bosley Cloud,3.170,-2.144
7030,Edgar's Field,3.185,-2.890
7031,Sighting Tower Pit,4.189,-1.760
7032,Wharncliffe Crags,3.475,-1.556
7033,Chester Racecourse Walls,3.184,-2.896
7034, Twin Towers,4.219,-1.811
7035,Arnagill Crags,4.191,-1.757
7036, Spruce Gill Boulders,4.214,-1.799
7037,Wolf Crag,4.168,-1.717
7038,Clint Crags,4.196,-1.755
7039, Stanage North,3.364,-1.657
7040, Wolf Edge,3.205,-1.969
7041,Ulfers Crags,4.247,-1.851
7042, High Crags,4.228,-1.809
7043, Clint Quarry,4.199,-1.749
7044,Burn Stones,4.225,-1.796
7045, Back Forest,3.184,-2.021
7046, Jenny Binks Boulders,4.242,-1.829
7047,High Edge Buxton,3.219,-1.915
7048,New Hill Crag (Formally known as Burton Bank),3.566,-1.469
7049, Chee Dale Lower,3.257,-1.819
7050,The Head Stone,3.383,-1.617
7051,Dunnerholme,4.209,-3.211
7052,Birk Gill Crag,4.231,-1.793
7053,Gradbach Hill,3.185,-2.000
7054,Deep Dale,3.237,-1.855
7055, Chee Dale Upper,3.254,-1.818
7056,Brown Beck Crag,4.240,-1.810
7057,Lonesome Pine Boulder,4.238,-1.805
7058,Brownlow Rocher,3.457,-1.533
